match,PSW,win0,confidence0,date
18381,1.53,0,1.5797186976671216,2015-10-14
23375,1.08,1,1.578509303161076,2017-08-30
20208,1.4,0,1.5781879150867464,2016-06-30
15289,2.47,1,1.5767287733554842,2013-07-31
20074,2.7,1,1.57537644301142,2016-06-17
20020,2.52,1,1.5725386244058608,2016-06-12
16987,1.41,1,1.5622005494832993,2015-04-28
20749,2.37,1,1.5597680665552618,2016-08-31
15042,1.49,0,1.5596306562423705,2013-07-09
22289,1.71,1,1.5568642458319664,2017-05-05
16363,1.58,1,1.5562669886648655,2015-02-11
22157,2.97,1,1.5558736060559752,2017-04-24
18739,2.36,1,1.5531953477859495,2016-01-14
22061,2.45,1,1.5527321338653568,2017-04-12
21786,2.64,1,1.5514134824275971,2017-02-28
19067,1.7,0,1.5503140125870707,2016-02-16
18221,2.37,1,1.5474494340022407,2015-09-24
17352,2.33,1,1.5468090469837188,2015-06-09
17506,1.6,0,1.5434205532073975,2015-06-29
15298,2.16,1,1.5410090517997743,2013-07-31
15701,1.45,1,1.5405384834110736,2013-09-26
18908,2.05,1,1.5398405249629703,2016-02-02
16793,2.55,1,1.5365777510404584,2015-04-07
19704,2.52,1,1.5361875157356262,2016-05-04
17603,1.72,0,1.5360790002346036,2015-07-04
19529,3.13,1,1.5351223075389862,2016-04-18
16088,1.58,0,1.5288513685762883,2015-01-13
19658,2.54,1,1.526639923453331,2016-04-29
15780,2.06,1,1.5263350997368494,2013-10-14
22593,2.05,1,1.5252830639481545,2017-06-12
14879,2.4,1,1.5236918263435364,2013-06-21
20707,1.54,0,1.5178179471194746,2016-08-29
17414,2.61,1,1.5157456275820733,2015-06-16
23342,1.77,0,1.5155925538539887,2017-08-28
14243,1.94,1,1.5151632581154504,2013-04-10
16456,1.59,0,1.5139718973636624,2015-02-18
21144,1.36,1,1.513946264743805,2016-10-26
18632,2.51,1,1.5116432096958161,2016-01-05
14035,2.53,1,1.5092972935736177,2013-03-07
20933,1.47,0,1.5091533120721579,2016-10-04
23814,2.6,1,1.506387603878975,2017-10-30
23565,1.71,0,1.5055796750386559,2017-10-03
21849,2.4,1,1.5016018107533453,2017-03-09
21582,2.75,1,1.501154795885086,2017-02-11
22679,2.8,1,1.5005149334669112,2017-06-21
19750,1.56,1,1.5004520493745805,2016-05-10
19841,2.12,1,1.5004270148277283,2016-05-22
17204,2.46,1,1.4997907394170762,2015-05-22
18939,2.3,1,1.4997326125204562,2016-02-05
17049,1.81,1,1.497605372518301,2015-05-04
19250,2.13,0,1.4974928498268125,2016-03-12
22183,3.15,1,1.496927601993084,2017-04-26
22043,2.31,1,1.4968935527801515,2017-04-11
21912,2.88,1,1.495469905972481,2017-03-13
19332,2.35,1,1.493766675591469,2016-03-24
21747,1.47,1,1.492818615138531,2017-02-24
17521,1.54,1,1.4927689310908319,2015-06-29
23051,1.66,0,1.4920780282219253,2017-07-29
14880,1.72,1,1.4886877597868442,2013-06-21
23271,1.44,1,1.4881935710906982,2017-08-20
14161,1.86,0,1.4869134402275084,2013-03-22
18300,1.98,1,1.4837831246852875,2015-10-05
16306,2.32,1,1.482100692152977,2015-02-05
23765,2.16,1,1.48034877204895,2017-10-24
15303,1.66,0,1.4792595512419942,2013-08-01
21378,1.76,1,1.4784776729345321,2017-01-16
19815,2.34,1,1.4783450503349305,2016-05-17
14285,1.3,1,1.478027664422989,2013-04-16
24336,1.8,0,1.477386531755328,2018-02-20
18199,2.3,1,1.4764067745208738,2015-09-23
21984,2.28,1,1.474745271205902,2017-03-24
21012,1.75,0,1.4744192272424699,2016-10-12
14602,2.3,1,1.4726891562342643,2013-05-22
16693,1.89,0,1.4720278435945509,2015-03-25
15937,2.73,1,1.4706301763057705,2013-10-29
23146,2.23,1,1.4703805901110172,2017-08-04
17010,1.92,1,1.4702395762006442,2015-04-29
18185,1.9,1,1.4694830814997355,2015-09-22
16743,1.66,0,1.4683306604198048,2015-03-28
22971,1.87,1,1.4681141665577886,2017-07-24
19256,1.91,1,1.4676094656331198,2016-03-12
21657,2.27,1,1.465937752624353,2017-02-17
22059,2.23,1,1.46566563475132,2017-04-12
22668,2.51,1,1.4639236036539078,2017-06-20
14553,2.31,1,1.461176412701607,2013-05-16
19885,1.43,0,1.459204336851835,2016-05-24
15107,1.5,0,1.4591638869047163,2013-07-16
21209,2.0,1,1.4586569324731826,2016-11-03
15263,2.55,1,1.457964015841484,2013-07-29
14159,1.93,1,1.457895336896181,2013-03-22
19081,1.79,1,1.4572830026149752,2016-02-16
15741,2.44,1,1.4562031730016072,2013-10-08
19805,1.67,1,1.4547872412204743,2016-05-17
14965,2.48,1,1.4547412355244158,2013-06-27
20150,1.37,0,1.4540645176917313,2016-06-27
18968,1.68,0,1.4523715023994446,2016-02-08
20883,2.24,1,1.4518358993530274,2016-09-28
23561,2.2,1,1.4516349355379743,2017-10-02
19422,1.93,1,1.4511403677463528,2016-04-05
17064,2.52,1,1.4507547467947008,2015-05-05
20898,2.66,1,1.450579374432564,2016-09-29
18718,2.06,1,1.450489137172699,2016-01-12
15952,2.06,1,1.4501619005203248,2013-10-31
18583,1.86,0,1.4483165954053403,2015-11-05
19970,1.35,1,1.4482098653912543,2016-06-06
14156,2.32,1,1.4475385320186613,2013-03-22
17156,2.15,1,1.4471543841063976,2015-05-17
17255,1.66,0,1.447116584032774,2015-05-26
13636,2.17,1,1.4469380563497543,2013-01-17
22682,1.92,0,1.44655047506094,2017-06-21
21508,1.94,0,1.4464087852835652,2017-02-06
22040,2.52,1,1.4462343664169313,2017-04-10
21704,1.81,0,1.4462307572364808,2017-02-21
19889,1.68,0,1.4443933376669884,2016-05-24
21136,3.0,1,1.4441902095079422,2016-10-25
13838,1.77,0,1.4438586632410686,2013-02-16
17478,1.95,1,1.4434370398521423,2015-06-23
14130,2.16,1,1.4431947976350787,2013-03-20
21744,2.96,1,1.4410558634996413,2017-02-24
15237,2.34,1,1.4407965190708636,2013-07-26
14408,2.09,1,1.4374571167429286,2013-04-30
15345,2.62,1,1.43712720990181,2013-08-06
18559,2.07,1,1.4350766068696974,2015-11-02
18403,1.42,1,1.434265128850937,2015-10-16
17128,2.29,1,1.434201878507932,2015-05-12
19141,2.33,1,1.4339230085909367,2016-02-22
15119,2.26,1,1.4332009670734405,2013-07-16
16865,1.94,1,1.4329955615997314,2015-04-15
18337,1.81,1,1.4314223032338274,2015-10-08
19190,2.02,1,1.4308592396974564,2016-02-25
21937,1.73,0,1.4306455488999683,2017-03-16
22965,2.47,1,1.4300400664806368,2017-07-22
19728,2.67,1,1.4297909839153289,2016-05-07
21804,2.32,1,1.4297290277481078,2017-03-01
15592,2.75,1,1.4289602657556535,2013-09-01
22878,1.84,0,1.4285614371299746,2017-07-10
23904,2.28,1,1.4283437991142272,2018-01-02
20368,2.37,1,1.4281613793969155,2016-07-19
14481,2.44,1,1.4280627608299254,2013-05-07
16836,2.27,1,1.4277564949989319,2015-04-12
14385,1.87,1,1.4274048670132957,2013-04-26
22244,1.68,1,1.4241930768489837,2017-05-02
15243,2.26,1,1.4241844156384467,2013-07-27
21974,2.32,1,1.423583115339279,2017-03-24
23033,2.33,1,1.423284229785204,2017-07-28
21972,1.69,1,1.4222469337284565,2017-03-23
16320,2.47,1,1.421911328881979,2015-02-07
19803,1.69,0,1.4218852601945402,2016-05-17
15887,2.33,1,1.4210563534498215,2013-10-23
19816,1.52,0,1.4210028961300853,2016-05-18
22197,2.23,1,1.4208049115538597,2017-04-27
21577,1.91,1,1.4198003578186036,2017-02-11
15676,1.63,1,1.4196588503462928,2013-09-24
22177,2.09,1,1.4191139214379447,2017-04-25
22865,2.13,1,1.4180858981609346,2017-07-07
23218,2.27,1,1.417691932405744,2017-08-14
20176,1.29,1,1.4175689718127253,2016-06-28
14790,1.75,0,1.4173152287006379,2013-06-12
20908,2.59,1,1.4166423290967942,2016-09-30
19762,1.92,0,1.4165478567566192,2016-05-11
18464,1.72,0,1.415142361074686,2015-10-22
14272,1.93,1,1.414836913772992,2013-04-14
22625,1.47,0,1.4147963166236877,2017-06-15
22384,2.11,1,1.4137506828989301,2017-05-16
23153,1.98,1,1.4131992521882055,2017-08-05
23097,2.44,1,1.4125868535041808,2017-08-02
15881,1.92,1,1.4113102970520657,2013-10-23
22712,1.65,1,1.4112722763419152,2017-06-26
23634,2.33,1,1.4107083536684513,2017-10-10
14213,1.57,0,1.4099651823043824,2013-03-28
20666,1.66,0,1.409792401109423,2016-08-24
19868,2.14,1,1.4096964275836945,2016-05-23
17166,1.79,1,1.4093927980959418,2015-05-18
21182,1.36,1,1.408882524626596,2016-10-31
20871,1.64,1,1.408039763867855,2016-09-27
16948,1.79,0,1.4075870698690416,2015-04-23
16213,2.05,1,1.4071748139858244,2015-01-22
16733,1.63,0,1.406955973974296,2015-03-28
18362,1.96,1,1.4066125163435936,2015-10-12
17970,2.57,1,1.4064942425489426,2015-08-18
17736,1.74,0,1.406413346529007,2015-07-26
19453,1.75,1,1.4061253755092622,2016-04-08
19427,2.71,1,1.4058147475719451,2016-04-05
14868,2.15,1,1.4050769184827803,2013-06-19
14888,2.52,1,1.4026379699707032,2013-06-24
14458,1.61,1,1.4020821734837126,2013-05-05
22279,2.27,1,1.401532623320818,2017-05-04
18303,2.06,1,1.4006517920891444,2015-10-06
21903,2.01,0,1.4005670756101611,2017-03-12
14477,1.96,0,1.4003468668460843,2013-05-07
17902,1.51,1,1.4002064195275306,2015-08-10
20076,2.06,0,1.4000796789782388,2016-06-17
21070,1.95,1,1.3995292082428932,2016-10-19
19617,1.94,1,1.39909930229187,2016-04-26
22922,1.92,1,1.3987905938284737,2017-07-18
21379,2.44,1,1.3986623370647429,2017-01-16
19599,2.28,1,1.397927203476429,2016-04-25
18729,2.5,1,1.397073246538639,2016-01-13
22828,1.96,1,1.3964750695228576,2017-07-05
21969,1.46,1,1.3957083817720413,2017-03-23
20684,1.98,1,1.395302382111549,2016-08-29
13770,1.48,0,1.39524733877182,2013-02-12
13922,2.46,1,1.395233082175255,2013-02-23
14541,1.71,1,1.3943931538718088,2013-05-15
14755,2.09,1,1.394287088960409,2013-06-10
16736,2.44,1,1.3922167502343656,2015-03-28
23837,2.14,1,1.3920897459983828,2017-11-01
22655,2.16,1,1.391881502866745,2017-06-19
22468,1.65,1,1.3914479041099548,2017-05-28
15612,1.8,1,1.3887503956258296,2013-09-16
17053,1.66,1,1.3882104119658472,2015-05-04
20671,1.97,1,1.3881656031097687,2016-08-25
19348,2.09,1,1.3868713716268537,2016-03-25
23797,2.46,1,1.3856310360133648,2017-10-27
15630,2.58,1,1.385408036470413,2013-09-18
21687,1.9,1,1.3849061236381535,2017-02-21
21416,2.32,1,1.3848271870613098,2017-01-17
21520,1.9,1,1.3841754836837452,2017-02-07
14426,1.94,0,1.3837883889675142,2013-05-01
23129,1.88,1,1.3837039482593534,2017-08-03
17740,2.11,1,1.383396262526512,2015-07-27
20411,1.85,0,1.383376527070999,2016-07-20
14393,1.83,1,1.382640405893326,2013-04-26
22099,2.52,1,1.382616219520569,2017-04-17
15632,1.65,1,1.3826046566963197,2013-09-18
21002,1.99,1,1.3814801171422004,2016-10-11
24342,2.91,1,1.3814237254858015,2018-02-21
20992,2.25,1,1.3812403678894043,2016-10-11
21661,2.16,1,1.3807190226515136,2017-02-18
17494,2.2,1,1.3805371351540088,2015-06-25
23990,2.2,1,1.380428981781006,2018-01-10
21275,2.2,1,1.380401122570038,2017-01-03
18193,1.83,1,1.379542435833386,2015-09-22
22159,1.78,0,1.3792489359776179,2017-04-24
18988,1.46,1,1.3792403343319894,2016-02-09
19012,2.64,1,1.3777562446594238,2016-02-11
22571,1.72,1,1.3775444347858428,2017-06-03
18374,1.72,1,1.3774898858865103,2015-10-13
17353,2.1,1,1.3774696362018584,2015-06-09
16532,1.83,0,1.3772538625001904,2015-02-24
15216,2.3,1,1.3771724797288576,2013-07-25
21890,2.29,1,1.3769223814010618,2017-03-11
18036,2.3,1,1.376535846889019,2015-08-26
24121,2.36,1,1.3763429260253905,2018-01-20
23141,2.26,1,1.3760527697205545,2017-08-04
15049,1.78,1,1.375954329456602,2013-07-09
23235,1.83,1,1.3758795461058617,2017-08-15
20094,1.57,0,1.375774335488677,2016-06-20
20488,2.44,1,1.3756667432188987,2016-07-26
15394,1.92,1,1.3755775823195775,2013-08-13
14060,1.88,1,1.375572328567505,2013-03-09
18351,2.07,1,1.374655231833458,2015-10-11
23241,1.83,1,1.3746079215407372,2017-08-16
18046,1.8,0,1.3741488740444183,2015-08-26
16779,1.61,0,1.3738344113032024,2015-04-03
13665,1.76,1,1.3733958250284195,2013-01-20
15079,2.28,1,1.373224092721939,2013-07-12
20084,2.87,1,1.3724589589238168,2016-06-19
19235,1.88,1,1.3724586874246598,2016-03-11
21637,1.71,0,1.3724079485982656,2017-02-16
22325,1.39,1,1.3719075218836467,2017-05-09
20972,2.66,1,1.3719033959507942,2016-10-08
17935,1.88,1,1.3712432742118836,2015-08-13
21670,1.75,1,1.3710526674985886,2017-02-19
15248,2.65,1,1.3708794549107552,2013-07-28
14984,1.79,0,1.3708664166927338,2013-06-28
17115,2.0,1,1.3706362758363997,2015-05-11
14585,2.56,1,1.3704510200023652,2013-05-21
18318,2.74,1,1.3703477151691914,2015-10-07
16735,1.45,0,1.3698311740905047,2015-03-28
20551,2.06,1,1.3695355216945921,2016-08-07
15850,1.95,1,1.3694736331701274,2013-10-19
15936,1.98,1,1.36946090772748,2013-10-29
21055,1.96,0,1.3687405635118481,2016-10-18
21240,2.1,1,1.3684247195720671,2017-01-02
20319,2.02,1,1.3683430538574857,2016-07-14
21563,1.9,1,1.368334138393402,2017-02-09
17028,2.39,1,1.3680819188058377,2015-05-01
23809,2.08,1,1.3679165705045062,2017-10-30
21707,1.88,1,1.3677308271825313,2017-02-21
15526,1.96,1,1.3670408913493157,2013-08-27
17746,1.97,1,1.3666982029378416,2015-07-27
24046,2.18,1,1.36640438079834,2018-01-16
17051,2.08,1,1.3662392187118533,2015-05-04
14009,1.53,1,1.366079802115758,2013-02-28
23933,2.23,1,1.3657483916282653,2018-01-04
14627,1.15,1,1.365250704543931,2013-05-26
22822,2.16,1,1.365021893978119,2017-07-04
15878,2.7,1,1.364807902276516,2013-10-22
15624,1.91,0,1.364425459206104,2013-09-17
22361,1.92,0,1.3642825832962993,2017-05-15
18431,2.15,1,1.3642249101400374,2015-10-20
21523,2.14,1,1.364083523551623,2017-02-07
19310,1.94,1,1.3640736393133797,2016-03-17
19680,2.12,1,1.364019748568535,2016-05-02
17479,2.12,1,1.3636614179611208,2015-06-23
15924,2.86,1,1.3636485332250594,2013-10-28
16182,2.35,1,1.3628477863470714,2015-01-20
23270,2.26,0,1.3620813223293848,2017-08-20
15380,2.0,1,1.362080184698105,2013-08-11
20948,2.1,1,1.3619848608970644,2016-10-05
17835,2.24,1,1.361888335545858,2015-08-03
20480,1.91,1,1.361726375579834,2016-07-25
16449,1.97,1,1.361376906236013,2015-02-17
21685,2.14,0,1.3608488172292708,2017-02-21
20318,1.94,1,1.360731575489044,2016-07-14
22077,2.26,1,1.3602926707267762,2017-04-14
14992,1.91,1,1.3602096734941005,2013-06-29
18795,1.55,0,1.3596783099174499,2016-01-19
21094,2.3,1,1.3589520305395126,2016-10-21
23620,1.71,1,1.3589483796060087,2017-10-09
20880,2.44,1,1.3586120876669883,2016-09-27
24387,1.81,1,1.3584959671327044,2018-02-24
22794,2.02,1,1.3584620208740232,2017-07-04
19299,2.32,0,1.3583363609654562,2016-03-15
19244,2.22,1,1.3582421386241914,2016-03-12
20467,1.56,0,1.3575910079479216,2016-07-24
16247,1.45,1,1.3572154241800307,2015-02-01
15143,2.13,1,1.3571452452242374,2013-07-17
15294,1.8,1,1.3564301746232168,2013-07-31
21421,2.16,1,1.3560246062278747,2017-01-17
15456,2.02,1,1.3557275068759918,2013-08-20
20998,2.04,1,1.3554495465755465,2016-10-11
15122,2.09,1,1.3552388443052767,2013-07-16
20522,2.32,1,1.3552085962891578,2016-07-30
15610,1.65,1,1.3550505001544955,2013-09-16
18940,1.81,1,1.3550248000621796,2016-02-05
14835,2.19,1,1.3548184151308877,2013-06-17
15883,2.34,1,1.35471385627985,2013-10-23
22704,2.28,1,1.35436888217926,2017-06-24
23318,1.95,1,1.3542544551193711,2017-08-28
21702,1.43,1,1.3538805889089902,2017-02-21
22982,1.94,1,1.3536720259984332,2017-07-24
22465,2.04,1,1.3536594343185424,2017-05-27
14409,1.57,1,1.3535305033624172,2013-04-30
16352,1.76,1,1.3532296657562257,2015-02-10
22601,2.09,1,1.35322962812015,2017-06-13
17920,1.8,1,1.3529453229904174,2015-08-11
21350,2.07,1,1.3529019221663474,2017-01-11
21593,2.01,0,1.3523947715759277,2017-02-13
20570,2.12,1,1.3518089263779776,2016-08-11
15390,1.83,1,1.3517826864123343,2013-08-12
18948,1.47,1,1.3517817997932433,2016-02-05
14463,1.84,1,1.35163466706872,2013-05-06
21147,1.75,1,1.351049356162548,2016-10-26
23103,1.81,0,1.3510188213984173,2017-08-02
17646,2.09,1,1.3510017385482787,2015-07-15
22989,2.23,1,1.350402399301529,2017-07-25
17282,1.94,1,1.3503890352249144,2015-05-27
24404,1.81,1,1.3497012478113173,2018-02-27
14957,1.83,0,1.3493208527565004,2013-06-26
22046,2.14,1,1.3493196795384088,2017-04-11
24245,2.06,1,1.3492525703907012,2018-02-13
23290,1.68,1,1.3485784327983856,2017-08-22
24172,1.58,0,1.3484713490009308,2018-02-07
19034,1.98,1,1.3478025299310683,2016-02-13
22969,1.94,1,1.347720339000225,2017-07-23
22924,1.34,1,1.3476784481321062,2017-07-18
16834,1.88,1,1.3475073499679566,2015-04-12
15015,1.98,1,1.3474027344584465,2013-07-08
13956,2.21,1,1.3473505058288575,2013-02-26
18929,1.52,0,1.347281105220318,2016-02-04
16892,3.77,1,1.3467032672464847,2015-04-20
20468,1.49,1,1.346152898311615,2016-07-24
13723,2.18,0,1.3457750346830912,2013-02-07
17763,1.53,1,1.34559117603302,2015-07-28
18870,2.38,0,1.3455816339453062,2016-01-25
22615,2.37,1,1.3454850218296053,2017-06-13
16979,1.9,1,1.3452929396927358,2015-04-28
23369,1.88,1,1.3441686290502548,2017-08-30
22995,2.02,1,1.3438746305704117,2017-07-25
16262,1.45,1,1.3437322310606639,2015-02-03
20469,1.73,1,1.3436850444972515,2016-07-24
14884,1.81,1,1.3435360626876354,2013-06-22
23971,2.01,1,1.3428999741375445,2018-01-09
13857,1.85,1,1.3425107134240015,2013-02-19
23861,2.37,1,1.342196593284607,2017-11-14
21375,2.2,1,1.3420356012880803,2017-01-13
23987,2.19,1,1.3417941656708716,2018-01-10
23598,1.98,1,1.341757000173841,2017-10-06
18987,1.9,1,1.3413931677738826,2016-02-09
18735,2.19,1,1.3412691106796264,2016-01-13
21162,1.77,1,1.341023097395897,2016-10-28
17873,2.11,1,1.3409021541476247,2015-08-06
21680,1.87,0,1.340682107925415,2017-02-20
19078,1.82,1,1.340642143249512,2016-02-16
19373,1.45,1,1.3403552398085594,2016-03-26
22246,1.54,1,1.3403209745883942,2017-05-02
19958,2.23,1,1.3402379213273523,2016-06-01
19983,1.93,1,1.3399993659555909,2016-06-07
18316,2.11,1,1.339931026995182,2015-10-06
20595,2.11,1,1.3398881875276563,2016-08-16
23257,2.65,1,1.3385582970082759,2017-08-17
20562,2.09,1,1.3385114168127377,2016-08-10
21168,2.19,1,1.3382787120342252,2016-10-28
16249,2.12,1,1.338193795681,2015-02-02
16977,2.33,1,1.338042122721672,2015-04-28
23159,1.74,0,1.3379511496424676,2017-08-07
23231,2.02,1,1.3376164648930233,2017-08-15
17896,1.52,1,1.3374274055957793,2015-08-09
17099,2.42,1,1.3373745976885159,2015-05-09
15648,2.12,1,1.3372604113817217,2013-09-19
18208,1.72,1,1.3372110798358916,2015-09-23
23049,3.22,1,1.337090687453747,2017-07-29
17069,1.49,0,1.3368175365775823,2015-05-05
19134,1.71,1,1.3364295656979084,2016-02-22
14101,1.85,1,1.3363537000119687,2013-03-12
17843,2.3,1,1.3362031143903732,2015-08-04
23185,1.47,0,1.3360715753585102,2017-08-09
21998,2.11,1,1.3360187051977428,2017-03-25
17972,1.65,1,1.335750029981136,2015-08-18
16633,2.04,1,1.335675478577614,2015-03-14
17762,1.51,0,1.3356606070697308,2015-07-28
17639,1.96,1,1.3354209073384604,2015-07-14
21243,1.41,1,1.3354159865776698,2017-01-02
20062,1.7,1,1.335099107146263,2016-06-16
21839,1.51,1,1.3349443949759006,2017-03-03
16758,1.73,0,1.334615588724613,2015-03-30
21634,1.94,1,1.3342212816079455,2017-02-16
15112,2.12,1,1.333544916907946,2013-07-16
22175,1.83,0,1.333448552727699,2017-04-25
22479,2.09,1,1.3334223903218907,2017-05-28
21258,1.41,1,1.3324664283990861,2017-01-03
20806,2.22,1,1.3322617082297805,2016-09-09
20932,1.52,0,1.3319159460067749,2016-10-04
19478,2.02,1,1.3318125128746032,2016-04-11
13803,2.07,1,1.3317073255777359,2013-02-14
19931,2.2,0,1.331639790534973,2016-05-26
19157,1.88,1,1.3315080434935436,2016-02-23
13773,1.64,0,1.331303660720587,2013-02-12
22239,1.76,1,1.3312225675582885,2017-05-02
21500,1.63,1,1.3304563525744846,2017-01-25
16349,1.43,1,1.3302947941422463,2015-02-10
23666,2.02,1,1.3301492023468018,2017-10-16
21439,1.66,1,1.330003559248788,2017-01-17
14437,2.12,1,1.3299185668230058,2013-05-02
17348,2.07,1,1.3298856166005135,2015-06-09
23757,2.01,1,1.329729679584503,2017-10-24
23394,1.72,0,1.3295670357346534,2017-08-31
22583,1.69,1,1.3293640454326356,2017-06-05
13933,2.15,1,1.329042799770832,2013-02-24
15287,1.63,1,1.3289724114962986,2013-07-31
18976,1.94,1,1.3288354235887527,2016-02-09
20421,2.17,1,1.3283427546421689,2016-07-21
14920,2.04,1,1.3279005891084674,2013-06-25
22007,1.93,0,1.3278881112486127,2017-03-26
17859,2.11,1,1.3277234304802759,2015-08-05
20905,1.9,1,1.327493459979693,2016-09-30
16829,1.93,0,1.3273054503798487,2015-04-11
19735,1.64,1,1.3272674956917763,2016-05-08
23155,1.48,1,1.3271469302972159,2017-08-06
22051,2.0,1,1.3271184105674425,2017-04-12
13491,1.88,1,1.3270144275256566,2013-01-05
15623,2.16,1,1.3263866782188416,2013-09-17
19663,2.04,1,1.3260522886684962,2016-04-29
18950,2.06,1,1.3259717192649845,2016-02-06
17358,2.02,1,1.325857948213816,2015-06-09
19330,1.96,1,1.3257205483317374,2016-03-23
18449,2.24,1,1.3256864601373675,2015-10-21
18077,2.16,1,1.3256427526474,2015-08-31
15617,1.88,1,1.3250007104873658,2013-09-17
14202,1.94,1,1.3248858046531675,2013-03-26
17666,1.94,1,1.324282828058515,2015-07-21
24186,1.76,1,1.3238838273286817,2018-02-08
16854,1.63,0,1.323370193441709,2015-04-14
19265,2.03,1,1.3230980454172407,2016-03-12
17752,1.44,1,1.3225217901808877,2015-07-28
22176,1.61,0,1.3225029947360356,2017-04-25
15092,2.12,1,1.3223949241638187,2013-07-14
19695,2.25,1,1.3223064054548739,2016-05-03
22674,2.1,1,1.3221167782374792,2017-06-20
23436,2.16,1,1.3220966920852661,2017-09-06
16267,2.02,1,1.3218097811937333,2015-02-03
20794,1.73,1,1.321471564258848,2016-09-04
17656,1.68,0,1.3210096943378449,2015-07-18
17600,2.15,1,1.3208259247243404,2015-07-03
17990,1.76,1,1.3207135756810506,2015-08-20
19072,2.7,1,1.3204832141399383,2016-02-16
23320,1.88,0,1.3202399839758872,2017-08-28
22746,2.01,1,1.3196684507131575,2017-06-29
21330,2.23,1,1.3191222569346426,2017-01-09
21710,2.23,1,1.3190824074745178,2017-02-21
19972,1.81,1,1.3190307300431385,2016-06-06
17834,2.02,0,1.3186688243746758,2015-08-03
20958,1.66,1,1.3185933797359468,2016-10-06
14506,2.01,1,1.3185572090148923,2013-05-11
18733,1.75,1,1.318300364613533,2016-01-13
22406,2.12,1,1.3182146990299226,2017-05-19
22293,1.84,1,1.318033710888454,2017-05-06
23735,1.84,1,1.3179904956477029,2017-10-20
21784,2.2,1,1.3175657838582993,2017-02-28
24436,1.52,0,1.3172108075022697,2018-02-28
22087,1.72,1,1.3171542945504189,2017-04-15
13750,1.91,1,1.3169854736328126,2013-02-08
20702,1.78,0,1.3164235818386079,2016-08-29
23282,1.86,1,1.3161612250123707,2017-08-21
14912,2.0,1,1.3160233567158381,2013-06-24
22380,1.48,1,1.3160018343584878,2017-05-16
18226,2.33,0,1.315494117885828,2015-09-25
18305,2.43,1,1.315157839357853,2015-10-06
22362,1.8,1,1.3150892901420594,2017-05-15
21396,1.86,0,1.3147317465394734,2017-01-16
19122,2.24,0,1.3146526850759983,2016-02-20
22598,1.78,1,1.314501651763916,2017-06-12
14961,2.07,1,1.3144918683171272,2013-06-26
22675,1.76,1,1.314173957824707,2017-06-20
21312,1.73,1,1.3139826957384744,2017-01-06
19380,2.2,1,1.3137398958206177,2016-03-27
22249,2.1,1,1.3136698365211488,2017-05-02
18526,2.03,1,1.3133552383383111,2015-10-29
16007,1.86,0,1.313239998370409,2015-01-06
19312,2.11,1,1.3131419324874878,2016-03-18
21432,1.61,1,1.312628442645073,2017-01-17
21695,1.86,1,1.3122779244184493,2017-02-21
22171,1.87,1,1.311944618054799,2017-04-25
20683,2.16,1,1.3115226730704306,2016-08-29
13805,1.87,1,1.3111478697061543,2013-02-14
17491,1.59,1,1.3109638081490995,2015-06-24
15417,1.81,1,1.310894306046622,2013-08-14
14027,2.32,0,1.31085751247406,2013-03-07
